Nombre grupo,Nombre,Cod. Fact,Cod,FAM,Marca,Pdte 05.05,Fact a abr12,Fact a abr11,FC NT abr12,FC NT abr11,Ped a abr12,Ped a abr11,Fact_tot 2011,Fact_tot 2010,Pzas último pedido,Fecha últ. Ped.,Provincia,Dirección,Localidad,CP,Tel.
ALAIN AFFLELOU ASOC.,ALAIN AFFLELOU ASOCIADOS MARTINEZ FOLCH CARMEN,010355,010355,,MAX,1,2,1,106.00,53.00,1.00,5.00,5,10,,,VALENCIA,"ALAMEDA JAUME I, 36",XATIVA (VALENCIA),46800,962280908
FEDEROPTICOS,"CANO, OPTICA FOLCH CANO ALICIA",003893,003893,,MAX,,0,0,0.00,0.00,0.00,-2.00,8,16,8,2011-05-16,VALENCIA,"PZA. LA BASSA, 28",XATIVA (VALENCIA),46800,962276815
CIOSA,"IBORRA, OPTICA OPTICA ALEJANDRO IBORRA S.L.U",008337,012787,,MAX,,,,,,,,0,12,,,VALENCIA,"CARLOS SARTHOU, 6",XATIVA (VALENCIA),46800,962275179
MULTIOPTICAS,"JATIVA, C.OPT. C.OPT. JATIVA, S.L.",001297,001297,M07,MAX,,,,,,,,0,3,,,VALENCIA,BAJADA DE LA ESTACION 6,XATIVA (VALENCIA),46800,962277729
OPTICALIA,"JATIVA, OPTICALIA OPTICAS DE XATIVA Y CANALS,S.L",012769,012769,,MAX,,,,,,,,0,59,,,VALENCIA,"AV.  ALAMEDA JAIME I , 13",XATIVA (VALENCIA),46800,962276964
PREFERENTES,MARTINEZ OPTICOS FOLCH MARTINEZ CARMEN,006224,006224,,MAX,,-1,0,-55.00,0.00,0.00,0.00,3,,,,VALENCIA,"PZA. ESPAÑOLETO, 4",XATIVA (VALENCIA),46800,962271985
PREFERENTES,"PILAR ARANDA, OPTICA ARANDA BELLVER PILAR",006611,006611,,MAX,,0,4,0.00,244.00,0.00,6.00,6,2,,,VALENCIA,"TROBAT, 24",XATIVA (VALENCIA),46800,962274799
CECOP,"AMERICANA, OPT. OPTICA AMERICANA C.B.",007322,007322,,THF,14,25,0,"1,054.00",0.00,40.00,0.00,,,11,2012-04-11,ALBACETE,"MARQUES DE MOLINS, 17",ALBACETE,02001,967211592
IMPORTANTES 1,"CENTRAL OPTICA FRONTOMAN, S.A.",000106,000106,,THF,1,16,12,624.00,535.00,15.00,11.00,33,32,10,2011-06-12,ALBACETE,"ROSARIO, 62",ALBACETE,02003,967226368
CIOSA,"CLAMOR, C.OPT. OPT.BRAVO Y CLAMOR, C.B.",008337,000355,,THF,10,15,0,638.00,0.00,30.00,0.00,,,6,2012-04-11,ALBACETE,"ROSARIO, 11",ALBACETE,02001,967212086
OPTICALIA,"FERELEN OPTICOS FERELEN OPTICOS, S.R.L.L.",011558,011558,,THF,,1,0,59.00,0.00,1.00,0.00,30,,31,2011-06-08,ALBACETE,"PZA.ISABEL II, 1 BAJO",ALBACETE,02005,967605100
CECOP,"GARVI, OPT. LOPEZ CRUZ HUMILDAD",003387,003387,,THF,,4,0,181.00,0.00,-4.00,0.00,27,,31,2011-11-09,ALBACETE,C/PADRE ROMANO 12,ALBACETE,02005,967520777
CLIENTES IMPORTANTES,"LUIS DIEZ, GRUPO DE MODA MAMPIMAN 3000 ALBACETE, S.L.",011661,011661,,THF,,2,0,96.00,0.00,2.00,0.00,,,,,ALBACETE,"OCTAVIO CUARTERO, 8 ESQ. MARQUES DE VILLARES",ALBACETE,02003,967247754
FEDEROPTICOS,"MORENO, FEDEROPTICOS MORENO CIFUENTES JUAN ANGEL",008350,008350,,THF,,2,26,71.00,"1,272.00",2.00,26.00,28,,,,ALBACETE,"TEODORO CAMINO, 36",ALBACETE,02002,967227926
MULTIOPTICAS,"PEREZ SETIEN, OPTICA PEREZ SETIEN S.A.",001145,001145,M06,THF,11,24,21,"1,167.00","1,019.00",64.00,18.00,80,25,4,2012-04-02,ALBACETE,"ROSARIO, 35",ALBACETE,02001,967214821
PRIMERA OPTICOS,"VISUALENT, OPTICA VISUALENT 2000 S.L.",007071,007071,,THF,10,26,0,"1,241.00",0.00,37.00,0.00,,,37,2012-03-23,ALBACETE,"DIONISIO GUARDIOLA, 55",ALBACETE,02003,967511110
CECOP,"HOYOS, C.OPT. HOYOS COSTA RAQUEL",008293,008293,,THF,,1,0,38.00,0.00,0.00,0.00,44,,1,2011-09-29,ALBACETE,"SAN FRANCISCO, 1",ALMANSA (ALBACETE),02640,967343450
ZAS VISION,"LUCAS, OPTICA-JOYERIA FERNANDEZ ORTEGA LUCAS",003588,006680,,THF,,,,,,,,25,,26,2011-06-08,ALBACETE,"C/ LA ZAFRA, 21, BAJO",CAUDETE ( ALBACETE),02660,965827421
MULTIOPTICAS,MULTIOPTICAS OPTICA FAJARDO C.B.,007943,007943,M06,THF,4,9,0,468.00,0.00,14.00,0.00,21,,4,2012-04-02,ALBACETE,"GRAN VIA, 25",HELLIN (ALBACETE),02400,967302832
CECOP,"SOLER, OPTICO MARTINEZ SOLER MANUEL",005227,005227,,THF,,6,0,269.00,0.00,2.00,0.00,30,,20,2011-09-09,ALBACETE,"LOPEZ DEL ORO, 17",HELLIN (ALBACETE),02400,967301108
MULTIOPTICAS,"PEREZ SETIEN, OPTICO LA RODA VISION S.L.",005251,005251,M06,THF,,1,0,35.00,0.00,1.00,0.00,28,,14,2011-05-24,ALBACETE,"PZ. MAYOR, 18","RODA, LA (ALBACETE)",02630,967441860
FEDEROPTICOS,"CONTRERAS, C.OPT. C.OPT.CONTRERAS,S.L.",004075,004075,,THF,,6,0,238.00,0.00,0.00,0.00,13,28,19,2011-11-08,ALBACETE,"GRACIANO ATIENZA, 7",VILLARROBLEDO(ALBACETE),02600,967142846
MULTIOPTICAS,MULTIOPTICAS (TIENDA 2) CASTILLADECOR PROY.E INST SL,013091,013127,Y01,THF,,,,,,,,14,,14,2011-05-24,ALBACETE,"PLAZA RAMóN Y CAJAL,5",VILLARROBLEDO(ALBACETE),02600,967143664
CIOSA,AMARA OPTICOS VALLCANERA CERDA AMARA,008337,013364,,THF,20,0,1,0.00,30.00,20.00,0.00,5,27,20,2012-03-09,ALICANTE,"AVDA. HISPANIDAD, 21",ALCOY (ALICANTE),03804,605967038
MULTIOPTICAS,"SERRAIBA, OPTICA SERRAIBA , S.L.",004686,004686,,THF,,,,,,,,71,,70,2011-05-24,ALICANTE,"L'ALAMEDA, 18",ALCOY (ALICANTE),03800,966526092
CIOSA,EURO OPTICA ROSA BIAN ROBERTA,008337,008215,,THF,,9,0,365.00,0.00,0.00,0.00,18,,27,2011-11-15,ALICANTE,"AVD.PAIS VALENCIA, 9 LOCAL-10",ALFAZ DEL PI (ALICANTE),03580,966860276
AFFELOU FUERA CENTRAL,ALAIN AFFLELOU ASOCIADOS COTILLAS MOLINA PEDRO,010030,010030,,THF,,0,25,0.00,"1,197.00",0.00,0.00,25,0,,,ALICANTE,AVDA.DE DENIA S/N C.C. PLAZA MAR 2 LOCAL D.22,ALICANTE,03016,965220220
CLIENTES IMPORTANTES,"CENTRO FARMACEUTICO (OPTICA)   CENTRO FARMACEUTICO, S.A.",009738,009738,Y31,THF,5,46,0,"1,961.00",0.00,53.00,0.00,,,4,2012-04-02,ALICANTE,"AVD.NOVELDA, 249",ALICANTE,03009,965186495
,"CORREOS, OPTICA OPTICALICANTE, S.L.L.",009111,009111,,THF,5,31,0,"1,324.00",0.00,38.00,0.00,,,4,2012-04-02,ALICANTE,"PABLO IGLESIAS, 4",ALICANTE,03004,965217200
REDVISUAL-PROVISION,"FERRERO, OPTICOS FERRERO HERRERO MARIA NELIDA",007192,007192,,THF,9,23,0,"1,128.00",0.00,33.00,0.00,,,4,2012-04-02,ALICANTE,"PADRE RECARERO DE LOS RIOS, 39 LOCAL 1",ALICANTE,03005,965927332
FEDEROPTICOS,"JORNET, OPTICA MOLINA LLEDO ELISA",004632,004632,,THF,,,,,,,,0,25,,,ALICANTE,"SAN MATEO, 39",ALICANTE,03012,965250641
MULTIOPTICAS,MULTIOPTICAS NEWCO RETAIL S.L.U,013437,013438,Y79,THF,,0,5,0.00,281.00,0.00,4.00,22,34,14,2011-05-24,ALICANTE,GERONA 29,ALICANTE,03001,965000454
IMPORTANTES 1,"NOVA, C.OPT. C.OPT.NOVA,S.L.",007187,007187,,THF,12,25,0,925.00,0.00,38.00,0.00,,,4,2012-04-23,ALICANTE,"GERONA, 27",ALICANTE,03001,965217735
IMPORTANTES 1,"O'DONNELL, C.OPT. O'DONNELL CENTRO OPTICO, S.L.",007236,007236,,THF,8,35,0,"1,204.00",0.00,49.00,0.00,67,25,4,2012-04-02,ALICANTE,"O'DONNELL, 16",ALICANTE,03003,965202200
REDVISUAL-PROVISION,"PINOSO 9 OPTICA PINOSO 9, S.C",012917,012917,,THF,,,,,,,,3,35,,,ALICANTE,"PINOSO,9 BAJO",ALICANTE,03012,966376090
IMPORTANTES 1,"SAN MATEO, OPT. PROFESALUD, S.L",012760,012760,Y40,THF,32,0,50,0.00,"2,130.00",32.00,50.00,69,,32,2012-04-24,ALICANTE,"SAN MATEO, 24",ALICANTE,03013,965209155
REDVISUAL-PROVISION,"ORTIZ, C.OPT. RODRIGUEZ ORTIZ JESUS",006298,006298,,THF,5,34,37,"1,590.00","1,696.00",39.00,38.00,40,,4,2012-04-02,ALICANTE,"VIRGEN DEL PILAR, 9",ALMORADI (ALICANTE),03160,965702901
IMPORTANTES 1,"SAMPERE, OPTICA SEMPERE MTNEZ MANUEL LUIS",005789,005789,Y29,THF,15,45,1,"1,945.00",53.00,54.00,1.00,102,45,4,2012-04-02,ALICANTE,"PINTOR SOROLLA, 43",ALMORADI (ALICANTE),03160,965700521
PREFERENTES,INTEROPTICA GREGORI SENDRA JOSEFA MARIA,008855,008855,,THF,,,,,,,,36,,25,2011-06-15,ALICANTE,"PJE.CONSTITUCION, 4 LOCAL-13",ALTEA (ALICANTE),03590,965843857
CIOSA,"OCULUS, OPTICA PUERTO CALPENA LUIS",008337,011511,,THF,2,16,0,787.00,0.00,20.00,0.00,30,,20,2012-03-13,ALICANTE,"AVD.PADRE ISMAEL, 61",ASPE (ALICANTE),03680,965491820
IMPORTANTES 1,"SAN MATEO 5, OPTICA SAN MATEO S.L.",002675,002675,Y40,THF,,,,,,,,33,,33,2011-06-07,ALICANTE,"AVDA.DE LOS ALMENDROS, 17",BENIDORM (ALICANTE),03501,965864491
CLIENTES IMPORTANTES,"VEGA BAJA, OPTICA PINA NOGUERA PATRICIA",006972,006972,,THF,11,22,0,962.00,0.00,33.00,0.00,32,,4,2012-04-02,ALICANTE,"DESAMPARADOS, 9",CALLOSA SEGURA (ALICANTE),03360,966758838
CIOSA,"VISION, C.OPT. LLEDO CLIMENT CRISTINA",008337,003031,,THF,,16,0,635.00,0.00,-1.00,0.00,11,25,28,2011-12-14,ALICANTE,"GENERALITAT, 41",CAMPELLO (ALICANTE),03560,965633971
CLIENTES IMPORTANTES,"CASTALLA, C.OPT. CASTILLO MARTINEZ CRISTINA",013493,013493,,THF,7,41,0,"1,813.00",0.00,49.00,0.00,,,4,2012-04-02,ALICANTE,"CONVENTO, 20",CASTALLA (ALICANTE),03420,966560063
CLARAVISION,CLARAVISION 42 CASTALLA CLIMENT DE BENITO PEDRO,008657,008657,,THF,,0,11,0.00,518.00,0.00,11.00,11,,,,ALICANTE,AZORIN Nº38-30,CASTALLA (ALICANTE),03420,965560474
CLIENTES IMPORTANTES,"EL ALTET, C.OPT. CANDELA BOTELLA SUSANA",005890,005890,,THF,7,26,22,"1,112.00","1,021.00",33.00,23.00,45,,4,2012-04-02,ALICANTE,"AV. DAMA DE ELCHE, 7",EL ALTET (ALICANTE),03195,965687833
IMPORTANTES 1,"CARRUS, OPT. OPTICA SECTOR V.S.L",013752,013752,,THF,,,,,,,,25,,25,2011-05-24,ALICANTE,"CAPITAN ANTONIO MENA, 113",ELCHE (ALICANTE),03204,966093838
,"MADRID, OPTICA MARTINEZ PEREZ FRANCISCO",008235,008235,,THF,4,8,0,382.00,0.00,11.00,0.00,43,,4,2012-04-02,ALICANTE,"JOSE NAVARRO ORTS, 20",ELCHE (ALICANTE),03205,965425207
MULTIOPTICAS,MULTIOPTICAS NEWCO RETAIL S.L.U,013437,013495,Y79,THF,,,,,,,,67,,,,ALICANTE,"CORREDERA, 4",ELCHE (ALICANTE),03202,965001570
IMPORTANTES 1,OPTICA CARRUS OPTICA CARRUS S.C.,004350,004350,Y57,THF,35,-13,0,-589.00,0.00,37.00,0.00,65,,4,2012-04-23,ALICANTE,"NIT DE L'ALBA, 13",ELCHE (ALICANTE),03206,965430462
CIOSA,"PUNTO OPTICO OPTIK SHOP, S.L.",008337,010973,,THF,6,34,0,"1,427.00",0.00,40.00,0.00,,,4,2012-04-02,ALICANTE,"SAN VICENTE, 1",ELCHE (ALICANTE),03202,965453008
IMPORTANTES 1,"SAN MATEO III, OPTICA SAN MATEO S.L.",007837,007837,Y40,THF,48,0,0,0.00,0.00,48.00,0.00,,,4,2012-04-23,ALICANTE,"REINA VICTORIA, 44",ELCHE (ALICANTE),03201,965438572
CECOP,CENTROVISION IRIS VICENTE CLIMENT PEDRO JOSE,003773,003773,,THF,,10,0,425.00,0.00,1.00,0.00,16,,25,2011-11-15,ALICANTE,"ANTONIA SANSANO FRANCO, 24",ELCHE-ALICANTE,03204,966631157
IMPORTANTES 1,B.&.N OPTICAS CALLADO CRESPI ESPERANZA,008317,008317,,THF,11,13,0,619.00,0.00,65.00,0.00,108,,27,2012-04-24,ALICANTE,"ANTONINO VERA, 31",ELDA (ALICANTE),03600,966982171
CLIENTES IMPORTANTES,"ELDA, C.OPT. ELDA INVERSIONES DE OPTICA S.L",009301,009301,Y72,THF,,0,7,0.00,431.00,0.00,18.00,10,28,,,ALICANTE,"PADRE MANJON, 4",ELDA (ALICANTE),03600,965393526
MULTIOPTICAS,MULTIOPTICAS NEWCO RETAIL S.L.U,013437,013494,Y79,THF,,0,57,0.00,"2,869.00",0.00,59.00,75,,14,2011-05-24,ALICANTE,"JUAN CARLOS I, 35",ELDA (ALICANTE),03600,965000420
IMPORTANTES 1,"OPTIVER OPTIVER OPTICOS, S.L.",006046,006046,Y57,THF,12,51,0,"1,747.00",0.00,63.00,0.00,0,25,10,2012-04-24,ALICANTE,"PADRE MANJON, 9",ELDA (ALICANTE),03600,965381198
IMPORTANTES 1,SAN MATEO  II SAN MATEO S.L.,000655,000655,Y40,THF,36,0,47,0.00,"1,930.00",0.00,47.00,47,,,,ALICANTE,"REYES CATOLICOS, 14",ELDA (ALICANTE),03600,965397197
PRIMERA OPTICOS,"LA PAZ, C.OPT. LA PAZ CENTRO OPTICO S.L.",007711,007711,,THF,1,29,0,"1,318.00",0.00,30.00,0.00,,,7,2012-01-27,ALICANTE,"AVDA.LA PAZ, 19",IBI (ALICANTE),03440,966553430
FEDEROPTICOS,"GUMIEL, FEDEROPTICOS GUMIEL LOPEZ JESUS CARMELO",006434,006434,,THF,13,1,0,47.00,0.00,26.00,0.00,51,,4,2012-04-23,ALICANTE,"COMUNIDAD VALENCIANA, 3",MONOVAR (ALICANTE),03640,965473006
CIOSA,"ESPINOSA, C.OPT.AUDITIVO ESPINOSA POMARES EDUARDO",008337,008415,,THF,,1,0,50.00,0.00,1.00,0.00,,,,,ALICANTE,"VIRGEN DESAMPARADOS, 81",NOVELDA (ALICANTE),03660,965602676
NATURAL OPTICS,"NOVELDA, C.OPT. MARTINEZ GARCIA JUAN",005106,005106,,THF,2,29,0,"1,331.00",0.00,31.00,0.00,,,30,2012-03-12,ALICANTE,"JAIME II, 44",NOVELDA (ALICANTE),03660,965624655
CLIENTES IMPORTANTES,"AGRASOT, OPTICA OPTICA AGRASOT, S.L.",009039,009039,,THF,17,20,20,896.00,865.00,37.00,22.00,52,47,4,2012-04-23,ALICANTE,"PINTOR AGRASOT, 44",ORIHUELA (ALICANTE),03300,965303061
CIOSA,"DUQUE DE TAMAMES, OPTICA JIMENEZ LOPEZ MARIA NIEVES",008337,003790,,THF,,2,0,113.00,0.00,1.00,0.00,52,,0,2011-09-16,ALICANTE,"DUQUE DE TAMAMES, 39",ORIHUELA (ALICANTE),03300,966743816
MULTIOPTICAS,MULTIOPTICAS NEWCO RETAIL S.L.U,013437,013439,Y79,THF,,6,15,318.00,837.00,6.00,14.00,52,34,14,2011-05-24,ALICANTE,"SAN PASCUAL, 11",ORIHUELA (ALICANTE),03300,965003503
ALAIN AFFLELOU ASOC.,ALAIN AFFLELOU PETRER CASTELLO Y OCHOA OPTICOS S.L.,011910,011910,,THF,,0,25,0.00,"1,197.00",0.00,0.00,25,0,,,ALICANTE,"AUTOVIA ALICANTE-MADRID, KM36",PETRER (ALICANTE),03610,965375500
CIOSA,VISUALIA PAGAN SAMPER SONIA PILAR,008337,010436,,THF,11,20,0,852.00,0.00,31.00,0.00,,,8,2012-04-18,ALICANTE,"AVD.DEL PINO, LOCAL-3 PINAR DE CAMPOVERDE",PILAR HORADADA (ALICANTE),03190,966763572
REDVISUAL-PROVISION,"DE LA MAR, OPTICA CATALA PEREZ, C.B.",006612,006612,,THF,2,28,0,"1,261.00",0.00,30.00,0.00,,,30,2012-02-23,ALICANTE,"CRISTO DEL MAR, 24",PUERTO DE JAVEA-ALICANTE,03730,966460319
PREFERENTES,"RODRIGUEZ, OPTICA OPTICA URBANIZACION, S.L.",009208,009208,,THF,,,,,,,,32,,30,2011-06-09,ALICANTE,"AVD.LAS NACIONES, 1A LOCAL 7   URB.CIUDAD QUESADA",ROJALES (ALICANTE),03170,966717091
CLIENTES IMPORTANTES,"SANTAFAZ, OPTICA SIRVENT BERENGUER RAFAEL",005054,005054,,THF,6,2,0,66.00,0.00,-1.00,0.00,34,,11,2011-10-27,ALICANTE,"AVDA.LIBERTAD, 58",S.VICENTE RASPEIG(ALICANTE,03690,965667574
CIOSA,"SAN BARTOLOME, OPTICA PEREA PEREZ ANDRES",008337,006377,,THF,,0,23,0.00,"1,014.00",0.00,25.00,24,,,,ALICANTE,"MAYOR, 74",SAN BARTOLOME ( ALICANTE),03314,965367352
NATURAL OPTICS,"GRAN PLAYA, NATURAL OPTICS MONTIEL CARBONELL ASUNCION",009637,009637,,THF,,1,2,58.00,38.00,1.00,11.00,1,34,,,ALICANTE,"AVD.VICENTE BLASCO IBAñEZ, 25",SANTA POLA (ALICANTE),03130,966691208
CLIENTES IMPORTANTES,"TORRELLANO, C.OPT. JACOBO BONETE VIOLETA MERCEDES",006905,006905,,THF,33,0,24,0.00,"1,139.00",33.00,25.00,24,,4,2012-04-23,ALICANTE,"AVDA.DE ILLICE, 57",TORRELLANO (ALICANTE),03320,965682209
IMPORTANTES 1,"CHANTAL, OPTICA (SOL) OPCHANTAL S.L.",002091,002091,Y30,THF,,2,14,63.00,690.00,2.00,14.00,30,,10,2011-09-14,ALICANTE,"RAMON GALLUD, 62",TORREVIEJA (ALICANTE),03181,965706077
IMPORTANTES 1,"CHANTAL, OPTICA (VISTA) SANCHEZ TORDJMACHANTAL FELISA",006729,006729,Y30,THF,,0,11,0.00,466.00,0.00,11.00,26,,15,2011-09-14,ALICANTE,"RAMON GALLUD, 60  A",TORREVIEJA (ALICANTE),03181,965711868
NATURAL OPTICS,NATURAL OPTICS VILLAJOYOSA LARROSA GINER NESTOR,007989,007989,,THF,,19,0,850.00,0.00,10.00,0.00,16,,25,2011-11-26,ALICANTE,"AVDA.JUAN CARLOS I, 10",VILLAJOYOSA (ALICANTE),03570,965895401
OPTICALIA,"MURILLO OPTICOS MURILLO OPTICOS, S.C.",006436,006436,,THF,,3,0,125.00,0.00,-5.00,0.00,27,,30,2011-10-05,ALICANTE,"JOAQUIN MARIA LOPEZ, 15",VILLENA (ALICANTE),03400,965801495
MULTIOPTICAS,"BARREDA, OPTICA BARREDA FLORET ANDRES",004497,004497,M10,THF,,,,,,,,14,,14,2011-05-24,CASTELLON,"HERNAN CORTES, 48",BENICARLO (CASTELLON),12580,964460076
IMPORTANTES 1,"MAESTRAT, OPTICA OPTICA MAESTRAT, S.L.",004526,004526,Z65,THF,,-7,35,-295.00,"1,601.00",0.00,42.00,45,25,3,2011-10-09,CASTELLON,"PZA.MERCAT, 7",BENICARLO (CASTELLON),12580,964460325
OPTIMIL ASOCIADOS,"CADENA VISUAL OPTIMIL CADENA VISUAL, S.A.",006479,006479,,THF,,52,82,"2,340.00","4,355.00",81.00,132.00,128,,44,2012-02-17,CASTELLON,"CALLE G, PARCELA 301 POL. IND. LA MEZQUITA",LA VALL D'UXO (CASTELLON),12600,902180247
CIOSA,VISION SEGORBE SANCHEZ MARIN CESAR,008337,008847,,THF,,7,0,274.00,0.00,-1.00,0.00,22,,29,2011-11-07,CASTELLON,"PZA.REY DON JAIME I, 1 BAJO",SEGORBE (CASTELLON),12400,964710026
CECOP,"ESTEVE, OPTICA ESTEVE ESCOBEDO FRANCISCO",007954,007954,,THF,,3,0,155.00,0.00,6.00,0.00,7,,,,CASTELLON,"BENIGAFULL, 5",VALL DE UXO (CASTELLON),12600,964690136
PREFERENTES,"VILA-REAL, OPT. VILA-REAL, C.B.",003575,003575,,THF,,4,0,188.00,0.00,0.00,0.00,36,,12,2011-11-26,CASTELLON,"DOCTOR FONT,17",VILAREAL (CASTELLON),12540,964531368
MULTIOPTICAS,"IBARRA, MULTIOPTICAS BALAGUER-IBARRA,S.L.",000369,000369,,THF,18,48,0,"1,995.00",0.00,67.00,0.00,43,,12,2012-04-02,CASTELLON,"MAYOR SAN JAIME, 12",VILLARREAL INF.(CASTELLON),12540,964520382
ALAIN AFFLELOU ASOC.,ALAIN AFFLELOU ASOCIADOS BENARA OPTICS S.L,012243,012243,W45,THF,,1,0,34.00,0.00,1.00,-2.00,0,23,,,CASTELLON,CTRA NAC 340 KM 1049 C. COMERCIAL VINAROZ,VINAROZ (CASTELLON),12500,964400289
MULTIOPTICAS,"BARREDA, OPTICA BARREDA CALLAU VICENTE EMILIO",000060,000060,M10,THF,,,,,,,,52,,14,2011-05-24,CASTELLON,"PZ. SAN ANTONIO, 20 BIS",VINAROZ (CASTELLON),12500,964450248
,"GIS - VERT, OPTICA MARIAM CRUSELLES S.L.",005242,005242,,THF,,0,4,0.00,217.00,0.00,4.00,4,29,,,CASTELLON,"TRAV.AGUSTIN DE SAFON,7",VINAROZ (CASTELLON),12500,964453104
ZAS VISION,"ALCON, OPTICA LOPEZ ALCON DIEGO",003588,006669,,THF,,0,-13,0.00,-573.00,0.00,0.00,-13,13,,,MURCIA,"RAMBLA D.DIEGO,ESQ.POSTIGO",ALHAMA DE MURCIA,30840,968633547
CIOSA,"ALHAMA, C.OPT. JOSE.A.PEREZ",008337,003489,,THF,,2,14,87.00,625.00,1.00,15.00,38,,5,2011-09-27,MURCIA,"FERIA, 11",ALHAMA DE MURCIA (MURCIA),30840,968639652
OPTIMIL ASOCIADOS,"MORENILLA, OPTICOS MORENILLA GIGANTE ENCARNACION",007682,007682,,THF,,3,14,100.00,611.00,2.00,19.00,18,,,,MURCIA,"AVD.JUAN CARLOS I, 2",CARAVACA (MURCIA),30400,968703706
CIOSA,"ALTA VISION, OPTICA MARTINEZ MARTINEZ J.ANTONIO",008337,008626,,THF,17,13,0,520.00,0.00,30.00,0.00,,,6,2012-04-18,MURCIA,"RAMON Y CAJAL, 152",CARTAGENA (MURCIA),30205,868061075
MULTIOPTICAS,"ANDRES, OPTICA MECA GARCIA ANDRES",001377,001377,,THF,,,,,,,,14,,14,2011-05-24,MURCIA,"CAMPOS, 3 (EDIFICIO ONU)",CARTAGENA (MURCIA),30201,968501283
CLIENTES IMPORTANTES,"CARTAGENA, C.OPT. CENTRO OPTICO CARTAGENA SA",001269,001269,,THF,,2,0,85.00,0.00,0.00,0.00,23,,4,2011-09-29,MURCIA,"SANTA FLORENTINA, 6",CARTAGENA (MURCIA),30201,968527421
OPTICALIA,"CARTAGENA, OPTICALIA OPTIPRIX CARTAGENA C.B.",010991,010991,,THF,,,,,,,,1,,,,MURCIA,RONDA CIUDAD DE LA UNION 8 BJA,CARTAGENA (MURCIA),30203,968122222
IMPORTANTES 1,OXFORD CENTRO VISION RODERO PATERNA MARIA JOSE,000562,000562,Y39,THF,8,32,39,"1,290.00","1,612.00",52.00,47.00,84,32,8,2012-04-02,MURCIA,"PUERTA DE MURCIA, 6-8",CARTAGENA (MURCIA),30201,968507592
MULTIOPTICAS,MULTIOPTICAS (TIENDA 6) CASTILLADECOR PROY.E INST SL,013091,013132,Y01,THF,2,7,0,237.00,0.00,9.00,0.00,14,,9,2012-02-24,MURCIA,"AVDA.JUAN BORBON,S/N B.18 CENTRO COMERCIAL THADER",CHURRA (MURCIA),30110,968385640
MULTIOPTICAS,"CRISTAL, OPTICA GERMANOPTIC S.L.",003311,003311,Y15,THF,2,11,0,482.00,0.00,14.00,0.00,134,,14,2012-03-14,MURCIA,"AV. JUAN CARLOS I, 23",LORCA (MURCIA),30800,968467905
CECOP,VISION LORCA A. ROSA ALCAZAR SIMON Y,012137,012137,,THF,,0,2,0.00,103.00,0.00,2.00,3,27,,,MURCIA,"JUAN CARLOS I, 63 JOSEFA BAYONAS RUIZ C.B",LORCA (MURCIA),30800,968472727
CECOP,"LOS DOLORES, C.OPT. PELEGRIN SANCHEZ JOSE MIGUEL",007261,007261,,THF,30,0,0,0.00,0.00,30.00,0.00,,,4,2012-04-23,MURCIA,"MAYOR, 21",LOS DOLORES (MURCIA),30011,968253802
CIOSA,OPTICA FAYREN SANCHEZ CARCELES Mª ANTONIA,008337,013813,,THF,,17,0,631.00,0.00,0.00,0.00,18,,36,2011-12-14,MURCIA,"ENRIQUE BERCIAL CAPEL, 5",MOLINA DE SEGURA (MURCIA),30500,663839901
