Nombre grupo,Nombre,Cod. Fact,Cod,FAM,Marca,Pdte 05.05,Fact a abr12,Fact a abr11,FC NT abr12,FC NT abr11,Ped a abr12,Ped a abr11,Fact_tot 2011,Fact_tot 2010,Pzas último pedido,Fecha últ. Ped.,Provincia,Dirección,Localidad,CP,Tel.
IMPORTANTES 1,"VIREX, OPTICA VICENTE REX FCO JOSE",005446,005446,Y46,THF,,0,0,0.00,0.00,-8.00,0.00,27,,28,2011-10-25,MURCIA,"SANTA TERESA, 7",MOLINA DE SEGURA (MURCIA),30500,968642832
REDVISUAL-PROVISION,"BELEN, OPTICOS BELEN OPTICOS S.L.",009821,009821,,THF,,0,11,0.00,558.00,0.00,14.00,13,,,,MURCIA,PASEO DE LA FUENTE BAJO Nº 3,MURCIA,30007,968205161
CLIENTES IMPORTANTES,"GRAN VISION, OPTICA PEREZ PUCHE JULIAN JOSE",008581,008581,,THF,4,16,12,667.00,506.00,23.00,12.00,12,,4,2012-04-02,MURCIA,"ALAMEDA CAPUCHINOS, 6",MURCIA,30002,968937386
CIOSA,"JAIME I, OPTICA JUAN GARCIA MARTINEZ Y O, C.B.",008337,000383,,THF,,,,,,,,25,,25,2011-05-25,MURCIA,"JAIME I EL CONQUISTADOR,5",MURCIA,30008,968246893
CLIENTES IMPORTANTES,MORA S.L.-GRADUADO-,007519,007519,Y56,THF,,27,0,"1,245.00",0.00,30.00,0.00,81,,27,2012-02-29,MURCIA,"PUXMARINA, 1",MURCIA,30004,968217777
MULTIOPTICAS,MULTIOPTICAS (TIENDA 19) CASTILLADECOR PROY.E INST SL,013091,013147,Y01,THF,5,4,0,143.00,0.00,9.00,0.00,14,,9,2012-02-24,MURCIA,"CRTA. DE ALICANTE,S/N CENTRO COMERCIAL LAS ATALAYAS",MURCIA,30006,968240152
MULTIOPTICAS,"OMEGA, OPTICA OPTICAS OMEGA, S.L.",009825,009825,M08,THF,,1,0,41.00,0.00,1.00,0.00,70,,70,2011-05-24,MURCIA,"SAN ANTON, 15",MURCIA,30009,968935030
FEDEROPTICOS,"VISTA ALEGRE, OPTICA PILAR MARIN, PABLO NAVARRO C.B",006134,006134,,THF,10,48,0,"1,855.00",0.00,58.00,0.00,,,4,2012-04-02,MURCIA,"MARIA MAROTO, 14",MURCIA,30007,968241726
ALAIN AFFLELOU ASOC.,ALAIN AFFLELOU ASOCIADOS CASTEJON OPTICOS S.L.,010094,010094,,THF,,5,0,170.00,0.00,5.00,0.00,29,,25,2011-06-16,MURCIA,AVDA.DE LA AVIACION ESPA£OLA   Nº13,SAN JAVIER (MURCIA),30730,968191031
CIOSA,"TESSA, OPTICA CACERES HDEZ ROS MARIA TERESA",008337,001510,,THF,6,15,0,664.00,0.00,22.00,0.00,28,,4,2012-04-02,MURCIA,GLORIA 6,SANTOMERA (MURCIA),30140,968860201
FARMAOPTICS,"SAN ANTONIO, FCIA.OPT. MARIN SAURA M DOLORES",006635,006635,,THF,,3,0,123.00,0.00,-1.00,0.00,23,,5,2011-09-29,MURCIA,"FELICITO MANZANARES, 5",TORRE PACHECO (MURCIA),30700,968585872
FARMAOPTICS,"SANTA EULALIA, OPTICA MUÑOZ CRUZADO BARBA JOAQUIN",002629,002629,,THF,,,,,,,,0,25,,,MURCIA,"AV.RAMBLA DE LA SANTA, 20",TOTANA (MURCIA),30850,968424121
CECOP,"TOTANA, C.OPT. C.OPT.TOTANA, SOC.COOP.",004551,004551,,THF,,0,23,0.00,988.00,0.00,-1.00,23,0,,,MURCIA,JUAN XXIII-ED.GLORIETA,TOTANA (MURCIA),30850,968424656
MULTIOPTICAS,"AZORIN, OPTICA LUIS AZORIN S.L.",005164,005164,,THF,12,10,0,444.00,0.00,26.00,0.00,42,,4,2012-04-11,MURCIA,"HOSPITAL, 21",YECLA (MURCIA),30510,968791951
ZAS VISION,"CHAQUES, OPTICA CHAQUES GARCIA MARIA TERESA",003588,004693,,THF,,2,0,69.00,0.00,0.00,0.00,50,,6,2011-09-12,VALENCIA,"AV.PAIS VALENCIANO,12",ALAQUAS (VALENCIA),46970,961509318
OPTICALIA,"OPTICUS ALAQUAS INST.VALENCIANO DE SORDERA,S.L",013772,013772,W52,THF,,4,0,140.00,0.00,0.00,0.00,27,,31,2011-10-29,VALENCIA,"AVD.PAIS VALENCIANO, Nº6",ALAQUAS (VALENCIA),46970,961515158
CLIENTES IMPORTANTES,"NATURVISIO CENTRE OPTIC NATURVISIO MAFOR, S.L",013745,013745,,THF,,2,0,87.00,0.00,-2.00,0.00,38,,40,2011-10-05,VALENCIA,"PLAZA JARDI, 20",ALBAL (VALENCIA),46470,600547661
PREFERENTES,"ALBORAYA, OPTICA CALVO VILLENA MARIA JESUS",005596,005596,,THF,12,22,0,953.00,0.00,34.00,0.00,,,4,2012-04-02,VALENCIA,"AVD.DE LA HORCHATA, 29",ALBORAYA (VALENCIA),46120,961859390
CLIENTES IMPORTANTES,INMA ILLUECA OPTICOS ARAMBARRI ILLUECA LAURA,013176,013176,,THF,,0,0,0.00,0.00,0.00,-38.00,0,25,,,VALENCIA,FACTORY BONAIRE LOCAL A1 CARRETERA MADRID VALENCIA K345,ALDAYA (VALENCIA),46960,961920351
FARMAOPTICS,"ADAM, OPTICA ADAM MERINO VICENTE",011357,011357,,THF,,1,31,49.00,"1,578.00",2.00,0.00,31,1,,,VALENCIA,"CERVANTES, 51 BAJO",ALGEMESI (VALENCIA),46680,652475190
CECOP,"MONTRULL, OPTICA MONTRULL PERALES M TERESA",003819,003819,,THF,,7,0,318.00,0.00,0.00,0.00,14,25,20,2011-11-11,VALENCIA,"CERVANTES,4",ALGEMESI (VALENCIA),46680,962481189
FARMAOPTICS,ALMASSERA FERNANDEZ-VICENTI GARRIDO EMMA,005644,005644,,THF,6,32,0,"1,507.00",0.00,39.00,0.00,26,,4,2012-04-02,VALENCIA,"VALENCIA, 1",ALMASSERA (VALENCIA),46132,961858533
IMPORTANTES 1,SANTOS PATRONOS ESCRIVA BLASCO MILAGROS,006033,006033,,THF,,,,,,,,46,,44,2011-10-24,VALENCIA,AV.SANTOS PATRONOS 18 BAJOS,ALZIRA (VALENCIA),46600,962414823
PREFERENTES,"BELLREGUARD, OPT. ESCRIVA BLASCO MIRIAM",003941,003941,,THF,,4,5,216.00,220.00,3.00,6.00,11,,,,VALENCIA,"REI EN JAUME, 6",BELLREGUART (VALENCIA),46713,962815251
CECOP,"ALCOCER, C.OPT. OPTICA ALCOCER, C.B.",008652,008652,,THF,9,11,0,432.00,0.00,20.00,0.00,54,,4,2012-04-02,VALENCIA,"CARRETERA LIRIA, 25",BURJASOT (VALENCIA),46100,963638070
VISTALIA,"CARCAGENTE, C.OPT. CENTRE OPTIC CARCAIXENT S.L.",004718,004718,,THF,2,30,0,"1,419.00",0.00,32.00,0.00,,,7,2012-01-17,VALENCIA,"JULIAN RIBERA, 32",CARCAIXENT (VALENCIA),46740,962460435
CIOSA,"CARLET, OPT. OPTICA CARLET S.L.",008337,003651,,THF,,1,0,35.00,0.00,1.00,0.00,28,,27,2011-05-10,VALENCIA,"BALAGUER,2",CARLET (VALENCIA),46240,962532071
ZAS VISION,"CREMADES, OPTICA OPTICA CREMADES S.L.",003588,010292,,THF,,1,0,39.00,0.00,0.00,0.00,14,25,17,2011-10-16,VALENCIA,"AV. VALENCIA, 25",CASINOS (VALENCIA),46171,962700274
,"CATARROJA, OPT. C. OPT. POBLA LLARGA, S.L",012938,012938,,THF,,0,0,0.00,0.00,0.00,-5.00,0,37,,,VALENCIA,"RAMóN Y CAJAL, 49",CATARROJA (VALENCIA),46470,961266238
MULTIOPTICAS,"IGUAL Y BETS, MULTIOPTICAS CENTROV.CATARROJA, S.L.",004674,004674,,THF,,42,0,"2,046.00",0.00,42.00,0.00,42,,41,2012-02-02,VALENCIA,"CAMI REAL, 15",CATARROJA (VALENCIA),46470,961261017
OPTICALIA,OPTICA CATARROJA OPTICA LA POBLA S.L.,012306,012306,,THF,,7,69,251.00,"3,152.00",-3.00,69.00,156,,44,2011-10-13,VALENCIA,"RAMON Y CAJAL, 49",CATARROJA (VALENCIA),46470,961266238
PRIMERA OPTICOS,"LOZANO, OPT. OPTICAS LOZANO S.L.",003157,003157,,THF,4,1,0,40.00,0.00,5.00,0.00,80,,4,2012-04-27,VALENCIA,"CHIVA, 39",CHESTE (VALENCIA),46380,962510797
FARMAOPTICS,SANZ. OPT. SANZ CASANOVA PURIFICACION,003427,003427,,THF,,2,0,69.00,0.00,2.00,0.00,55,,,,VALENCIA,"CTRA. TORRENTE, 26",CHIRIVELLA (VALENCIA),46950,963833486
CIOSA,"CHIVA, OPT. AVIÑO IGUAL Mª GEMMA",008337,007049,,THF,,,,,,,,43,,9,2011-09-01,VALENCIA,"DR. NACHER, 62",CHIVA (VALENCIA),46370,962522234
OPTICALIA,"MEDITERRANIA, OPTICA MARTINEZ BERTOMEU MATILDE",007194,007194,,THF,,,,,,,,39,,39,2011-05-04,VALENCIA,"PINTOR FERRER CABRERA, 3",CULLERA (VALENCIA),46400,961726331
IMPORTANTES 1,VISION EMPRESARIAL DE OPTICA   VISION EMPRESARIAL S.L.U.,012637,012637,,THF,,29,0,"1,103.00",0.00,-36.00,0.00,135,,124,2011-10-17,VALENCIA,AVDA. INSTITUTO 16-2,EL PUIG (VALENCIA),46540,961479504
MULTIOPTICAS,"BORJA II, OPTICA BORJA ALBI LUIS",000070,000070,X13,THF,,15,0,695.00,0.00,16.00,0.00,14,,16,2012-03-07,VALENCIA,"PASEO GERMANIAS, 69",GANDIA (VALENCIA),46700,962860911
ZAS VISION,"MORENO, OPTICA MORENO VISION S L",003588,001425,,THF,,,,,,,,34,,34,2011-05-16,VALENCIA,"BENEFICENCIA, 2",GANDIA (VALENCIA),46701,962871350
MULTIOPTICAS,MULTIOPTICAS*(TIENDA 5) CASTILLADECOR PROY.E INST SL,013091,013131,Y01,THF,2,7,0,237.00,0.00,9.00,0.00,14,,9,2012-02-24,VALENCIA,"AVDA.LA VITAL,10 LOC.B12 CENTRO COMERCIAL LA VITAL",GANDIA (VALENCIA),46701,962881045
CLIENTES IMPORTANTES,"LA ELIANA, C.OPT. CENTRE OPTIC L'ELIANA SL",007658,007658,,THF,,,,,,,,26,,25,2011-05-20,VALENCIA,"MARQUES DE CACERES, 20",LA ELIANA (VALENCIA),46183,961656902
,"LA POBLA, OPTICA C. OPT. LA POBLA LLARGA S.L",012939,012939,,THF,,,,,,,,0,10,,,VALENCIA,"GLORIETA, 1 BAJO",LA POBLA LLARGA (VALENCIA),46670,962590522
CLIENTES IMPORTANTES,"VISION LA POBLA ROMERO I GONZALEZ OPTICOS,SL",013540,013540,,THF,7,26,15,"1,147.00",692.00,24.00,21.00,39,,25,2012-04-25,VALENCIA,"GLORIETA, 1 BAJO",LA POBLA LLARGA (VALENCIA),46670,962590522
CLARAVISION,"BONO CARRIO, OPTICA CARRIO SERVERA JULIAN",000187,000187,,THF,5,34,0,"1,609.00",0.00,41.00,0.00,,,4,2012-04-02,VALENCIA,"PLAZA MAYOR,6",LLOMBAY (VALENCIA),46195,962990940
ZAS VISION,"BEGOÑA TORMO, OPT. TORMO FRANCO BEGO£A",003588,010469,,THF,,,,,,,,0,28,,,VALENCIA,"AVD.MAGDALENA, 4",MASSAMAGRELL (VALENCIA),46130,961451133
CLIENTES IMPORTANTES,"RAUSELL, OPTICA RAUSELL GARCIA MARIA PILAR",001298,001298,,THF,,4,0,147.00,0.00,0.00,0.00,22,,26,2011-10-21,VALENCIA,"AVDA. MAYOR, 5",MASSAMAGRELL (VALENCIA),46130,961440239
PREFERENTES,OPTIQUES C.B,012251,012251,Y28,THF,17,16,0,657.00,0.00,33.00,0.00,,,4,2012-04-08,VALENCIA,"AVD.BLASCO IBAÑEZ, 71B",MASSANASSA (VALENCIA),46470,961251561
,"JARA LEVANTE, OPT. OPTICA JARA LEVANTE, S.L",013216,013216,,THF,,,,,,,,0,29,,,VALENCIA,"AVDA. GREGORIO GEA, 33 BAJO",MISLATA (VALENCIA),46920,963838076
CLIENTES IMPORTANTES,"PALOMERA, OPTICOS MARTINEZ PALOMERA ANTONIO",010537,010537,,THF,4,4,0,160.00,0.00,5.00,0.00,43,,4,2012-04-02,VALENCIA,"AV.GREGORIO GEA,41",MISLATA (VALENCIA),46920,963591255
ZAS VISION,"NAVARRO, OPT. NAVARRO SANCHEZ RAFAEL",003588,001957,,THF,,5,0,213.00,0.00,1.00,0.00,60,30,6,2011-10-03,VALENCIA,"CAMI DEL NEGRE, 31",MONCADA (VALENCIA),46113,961392081
MULTIOPTICAS,"BORJA, OPT. BORJA OPTICOS OLIVA S.L.",002714,002714,X13,THF,,,,,,,,14,,14,2011-05-24,VALENCIA,ALEJANDRO CARDONA. 5,OLIVA (VALENCIA),46780,962839747
CIOSA,"JORGE, OPTICA BENAVENT ALONSO JORGE",008337,004482,,THF,4,-2,14,-86.00,497.00,3.00,21.00,38,25,4,2012-04-02,VALENCIA,"SAN JAIME, 1",ONTENIENTE (VALENCIA),46870,962911516
PRIMERA OPTICOS,NIKOL OPTICOS SERNA REVERT CONCEPCION,001975,001975,,THF,,2,0,65.00,0.00,0.00,0.00,33,,5,2011-09-28,VALENCIA,"JOSE SIMO MARIN, 7",ONTENIENTE (VALENCIA),46870,962380954
CLARAVISION,CLARAVISION 4 ONTENIENTE OPTICA CLARAVISION VALENCIA SL,009916,009916,,THF,,-1,0,-58.00,0.00,1.00,0.00,37,,37,2011-09-20,VALENCIA,MARTINEZ VALLS Nº 27,ONTENIENTE(VALENCIA),46870,961911296
FARMAOPTICS,"ESTIL VISIO, OPT. PENADES Y TORRO INMA",003072,003072,,THF,,1,0,41.00,0.00,1.00,0.00,25,,9,2011-09-16,VALENCIA,"SALVADOR TORMO, 32",ONTINYENT (VALENCIA),46870,962916151
CLIENTES IMPORTANTES,"OPTICA PATERNA OPTICA PATERNA, S.L.",007537,007537,,THF,7,15,23,604.00,997.00,24.00,25.00,42,,4,2012-04-02,VALENCIA,"MAYOR, 7",PATERNA (VALENCIA),46980,961371775
REDVISUAL-PROVISION,"LAURA PORCAR,JOYERIA Y OPT. PORCAR IZQUIERDO ENRIQUE",010435,010435,,THF,,0,9,0.00,399.00,0.00,0.00,7,13,,,VALENCIA,"POETA LLORENTE, 12",POBLA VALLBONA (VALENCIA),46185,962760069
ZAS VISION,"PORCAR, OPTICA PORCAR IZQUIERDO ESTEBAN",003588,005537,,THF,6,33,0,"1,302.00",0.00,40.00,0.00,,,4,2012-04-02,VALENCIA,POETA LLORENTE 9,POBLA VALLBONA (VALENCIA),46185,962760587
MULTIOPTICAS,"COMENGE, MULTIOPTICAS OPTICAS COMENGE, S.L",012920,012920,W43,THF,,,,,,,,28,,28,2011-05-24,VALENCIA,AV. HISPANIDAD 21 BAJO,PUERTO SAGUNTO (VALENCIA),46520,962671247
PRIMERA OPTICOS,LEON OPTICO GOMEZ SAN BERNARDO FERNANDO,001954,001954,,THF,26,3,0,118.00,0.00,26.00,0.00,27,,2,2012-04-26,VALENCIA,"AVDA. 9 DE OCTUBRE, 17",PUERTO SAGUNTO (VALENCIA),46520,962676011
NATURAL OPTICS,"MEDITERRANEA, OPTICA CANULLERES S.L.",004439,004439,,THF,,0,-9,0.00,-517.00,0.00,0.00,-9,38,,,VALENCIA,"AVDA. HISPANIDAD, 6",PUERTO SAGUNTO (VALENCIA),46520,962698008
CIOSA,"MONTIJO OPTICOS MONTIJO OPTICOS, S.L",008337,012785,,THF,,16,0,590.00,0.00,0.00,0.00,58,29,38,2011-11-26,VALENCIA,"GIL OROZCO, 9 BAJO",REQUENA (VALENCIA),46340,962304795
OPTICALIA,OPTICALIA RIBA-ROJA OLIVER LAUDER MARIA ASUNCION,013541,013541,X18,THF,,,,,,,,40,,41,2011-06-20,VALENCIA,"CTRA. VILAMARXANT, 71",RIBARROJA (VALENCIA),46190,962770413
REDVISUAL-PROVISION,"RIBELLES, OPTICA RIBELLES LERGA AMADEO",008242,008242,,THF,4,1,0,53.00,0.00,4.00,0.00,55,,4,2012-04-02,VALENCIA,"HUERTOS, 25",SAGUNTO (VALENCIA),46500,962661212
CECOP,"LOPEZ OPTICOS SEDAVI LOPEZ OPTICOS SEDAVI, S.L.",008708,008708,,THF,,,,,,,,0,0,,,VALENCIA,"PZA.JAIME I, 12",SEDAVI (VALENCIA),46910,963755520
CLIENTES IMPORTANTES,"SIGNES, OPTICA SIGNES SANCHO VICENTA",002438,002438,,THF,6,30,0,"1,390.00",0.00,35.00,0.00,44,,33,2012-03-26,VALENCIA,"CULLERA, 37",SUECA (VALENCIA),46410,961703673
ZAS VISION,"TAVERNES, OPTICA GRUPO MONOTROPA, S.L.",003588,008503,,THF,,,,,,,,26,,26,2011-05-11,VALENCIA,"AUSIAS MARCH, 3 BAJO",TAVERNES BLANQUES-VALENCIA,46016,961861660
CECOP,CENTRE AUDIOPTIC PELLICER TALENS BENJAMIN,008841,008841,W44,THF,5,8,0,363.00,0.00,15.00,0.00,25,,12,2012-04-08,VALENCIA,"AVD.GERMANIAS, 29",TAVERNES VALDIGNA-VALENCIA,46760,962837337
CLIENTES IMPORTANTES,"CHULIA, OPTICA OPTICAS CHULIA, S.L.",010521,010521,,THF,,-1,24,-35.00,"1,131.00",1.00,25.00,23,32,,,VALENCIA,"FERNANDO FURIO ROCA, 4",TORRENT (VALENCIA),46900,961570347
CLIENTES IMPORTANTES,"NOVA VISIO, OPTICA NOVA VISIO TORRENT S.L.",007671,007671,,THF,,7,0,307.00,0.00,-7.00,0.00,11,,18,2011-11-26,VALENCIA,"AZORIN, 38 BAJO",TORRENT (VALENCIA),46900,961567119
PRIMERA OPTICOS,"VISUALTORRENT, S.L",010987,010987,,THF,,1,0,31.00,0.00,1.00,0.00,84,,11,2011-08-29,VALENCIA,"AVD.AL VEDAT, 117",TORRENTE (VALENCIA),46900,961080130
CECOP,"ANTOLINO RUIZ, OPT. RUIZ ROIG ANTOLINO",002709,002709,,THF,,,,,,,,1,25,,,VALENCIA,"CARDENAL BENLLOCH, 97",VALENCIA,46021,963621254
ZAS VISION,"BALLESTER, OPTICA OPTICA BALLESTER S.C.P.",003588,002041,,THF,,32,0,"1,435.00",0.00,28.00,0.00,27,,12,2012-01-23,VALENCIA,"PZA.ENCARNACION, 2/ESQ.CARNIC.",VALENCIA,46001,963915631
IMPORTANTES 1,"BARELLES, OPTICA BARELLES PASTOR FRANCISCA",004295,004295,,THF,9,52,60,"2,359.00","2,889.00",53.00,114.00,135,27,4,2012-04-02,VALENCIA,"GUARDIA CIVIL, 22",VALENCIA,46020,963935074
ZAS VISION,"CABAÑAL, C.OPT. BERNABEU PASCUAL",003588,004508,X03,THF,,,,,,,,1,,1,2011-10-09,VALENCIA,"MEDITERRANEO, 26",VALENCIA,46011,963713274
ZAS VISION,"CABAñAL, C.OPT. CENTRO OPTICO CABA£AL, S.L.",003588,010864,X03,THF,,1,0,30.00,0.00,0.00,0.00,49,,15,2011-09-19,VALENCIA,"REINA, 88",VALENCIA,46011,963725860
CLIENTES IMPORTANTES,"CENTRO FARMACEUTICO (OPTICA)   CENTRO FARMACEUTICO, S.A.",001993,001993,Y31,THF,4,34,0,"1,444.00",0.00,39.00,0.00,,,4,2012-04-02,VALENCIA,"GREMIS, 15 PGN. VARA",VALENCIA,46014,963830318
PRIMERA OPTICOS,"CENTRO, OPT. RODILLA SUBIELA FCO JAVIER",002337,002337,,THF,,17,0,685.00,0.00,3.00,0.00,55,,69,2011-10-27,VALENCIA,"LOS DERECHOS, 37",VALENCIA,46001,963911096
MULTIOPTICAS,"CLARAMUNT, OPTICA CLARAMUNT MEDINA, S.L.",004560,004560,Y61,THF,,,,,,,,42,,42,2011-05-24,VALENCIA,"AV. CONSTITUCION, 127",VALENCIA,46009,963658999
CLARAVISION,CLARAVISION 47 CASTRO II ASARTA S.L.,012774,012774,,THF,4,26,0,957.00,0.00,30.00,0.00,,,30,2012-03-05,VALENCIA,"HERNAN CORTES, 31",VALENCIA,46004,963528242
IMPORTANTES 1,"DISTRIBUCIONES, OPT. DISTRIB.MATERIAL OPT. S.L",001715,001715,,THF,,,,,,,,0,26,,,VALENCIA,"PELAYO, 29 BAJO",VALENCIA,46007,963423648
CLIENTES IMPORTANTES,"ENRIQUE HURTADO, SERV.OPT. SERV. OPT. ENRIQUE HURTADO S.L",012935,012935,,THF,8,64,0,"2,641.00",0.00,69.00,0.00,-3,25,4,2012-04-02,VALENCIA,"GENERAL TOVAR, 2",VALENCIA,46003,963912298
MULTIOPTICAS,"GENE, OPTICA MULTIOPTICAS GENE, S.L.",008074,008074,,THF,,,,,,,,28,,28,2011-05-24,VALENCIA,"ZAPADORES, 5",VALENCIA,46006,963743365
FARMAOPTICS,"GOMEZ, OPTICOS GOMEZ MIQUEL EUGENIO",008840,008840,,THF,,,,,,,,27,,3,2011-08-31,VALENCIA,"PADRE ESTEBAN PERNET, 29 BAJO",VALENCIA,46014,963501990
REDVISUAL-PROVISION,"HERNANDEZ, OPTICA HERNANDEZ LOPEZ AMPARO",007588,007588,,THF,,0,2,0.00,75.00,0.00,0.00,2,23,,,VALENCIA,"SAN MARCELINO, 23",VALENCIA,46017,963783127
CLIENTES IMPORTANTES,"LIZANDRA, OPTICA DIRGO S.L.",006399,006399,Z62,THF,,0,0,0.00,0.00,1.00,0.00,44,,44,2011-10-06,VALENCIA,"AV. MARQUES DE SOTELO, 7",VALENCIA,46002,963513818
CLIENTES IMPORTANTES,"MANUEL FALCON, OPT. OPTICLICK, SL.",012791,012791,,THF,,1,0,53.00,0.00,1.00,0.00,,,,,VALENCIA,"AVDA. GIORGETA, 62",VALENCIA,46007,963777700
IMPORTANTES 1,"PEPE BOSCA, OPTICO BOSCA FERRANDIS JOSE",000578,000578,,THF,,0,21,0.00,990.00,0.00,21.00,21,,,,VALENCIA,"MARQUES DE TURIA, 53",VALENCIA,46005,963520326
OPTICUS,PRIMERA OP.GENERAL URRUTIA LAGUNA LUMBRERAS SALVADOR,007976,007976,,THF,,0,5,0.00,226.00,0.00,6.00,5,12,,,VALENCIA,"GENERAL URRUTIA, 17",VALENCIA,46006,963953994
ZAS VISION,"QUART, OPTICA SORIANO RAMS C.B.",003588,010200,,THF,,7,0,295.00,0.00,1.00,0.00,29,,35,2011-11-03,VALENCIA,"QUART, 109-B",VALENCIA,46008,963821399
ZAS VISION,ROIG OPTICOS HEREDEROS DE ROIG S.L,003588,011884,,THF,,,,,,,,53,,3,2011-10-09,VALENCIA,"ALBORAYA, 28",VALENCIA,46010,963605982
,"RUZAFA, OPT. FERRER AGUADO MARIA LUISA",012779,012779,,THF,,,,,,,,0,17,,,VALENCIA,"SORNELLS, 12-B",VALENCIA,46006,963952907
CIOSA,"SAN MARCELINO, OPTICA ANTONIO MARTINEZ PART, S.L.",008337,000989,,THF,4,30,0,"1,366.00",0.00,34.00,0.00,,,4,2012-04-02,VALENCIA,"SAN MARCELINO, 4 - BAJO IZDA",VALENCIA,46017,963575336
IMPORTANTES 1,"SANCHIS Y CHAMERO, FCIA.OPT.   SANCHIS Y CHAMERO, S.L.",008412,008412,,THF,10,101,103,"3,984.00","4,320.00",116.00,109.00,113,,4,2012-04-02,VALENCIA,"CONVENTO JERUSALEN, 22",VALENCIA,46007,963518334
ZAS VISION,"SANTANDREU, OPT. SANTANDREU GóMEZ MERCEDES",003588,012037,,THF,,,,,,,,0,28,,,VALENCIA,"JOSE ANDRE ALABARTA, 32",VALENCIA,46014,963816497
MULTIOPTICAS,"SANZ, OPTICA RIBERA SANZ S.L.",006045,006045,,THF,,,,,,,,17,,14,2011-05-24,VALENCIA,"SAN VICENTE, 71,BAJO",VALENCIA,46007,963526539
REDVISUAL-PROVISION,"TECNO-LENT, OPTICA TECNO-LENT OPTICA, S.L.",008985,008985,,THF,14,0,0,0.00,0.00,25.00,0.00,32,,4,2012-04-23,VALENCIA,"CERAMISTA ROS, 18",VALENCIA,46014,963288595
IMPORTANTES 1,"TORRENT, NUEVA OPTICA NUEVA OPTICA TORRENT,S.L",007497,007497,X25,THF,6,22,0,857.00,0.00,21.00,0.00,33,,4,2012-04-02,VALENCIA,"AYORA, 1",VALENCIA,46018,963854060
CECOP,"VISION, OPTICA OPVIN, S.L.",002610,002610,,THF,16,57,0,"2,573.00",0.00,78.00,0.00,56,,8,2012-04-02,VALENCIA,"DOCTOR MERENCIANO, 30",VALENCIA,46025,963471380
CECOP,"ZAPADORES, C.OPT. AHULLANA ALBELDA MARIA AMPARO",002458,002458,,THF,,13,0,485.00,0.00,5.00,0.00,26,,35,2011-10-20,VALENCIA,"ZAPADORES, 37",VALENCIA,46006,963747209
ZAS VISION,MARTI OPTICOS MARTI WENNBERG TOMAS JOSE,003588,013459,,THF,8,19,25,956.00,"1,281.00",27.00,25.00,26,,4,2012-04-02,VALENCIA,"CTRA. GANDIA, 14",VILLALONGA (VALENCIA),46720,962805641
FEDEROPTICOS,"CANO, OPTICA FOLCH CANO ALICIA",003893,003893,,THF,13,16,0,683.00,0.00,29.00,0.00,,,6,2012-04-12,VALENCIA,"PZA. LA BASSA, 28",XATIVA (VALENCIA),46800,962276815
CIOSA,"IBORRA, OPTICA OPTICA ALEJANDRO IBORRA S.L.U",008337,012787,,THF,14,60,0,"2,458.00",0.00,66.00,0.00,58,,27,2012-04-25,VALENCIA,"CARLOS SARTHOU, 6",XATIVA (VALENCIA),46800,962275179
MULTIOPTICAS,"JATIVA, C.OPT. C.OPT. JATIVA, S.L.",001297,001297,M07,THF,,14,0,632.00,0.00,14.00,0.00,42,,42,2011-05-24,VALENCIA,BAJADA DE LA ESTACION 6,XATIVA (VALENCIA),46800,962277729
PREFERENTES,"PILAR ARANDA, OPTICA ARANDA BELLVER PILAR",006611,006611,,THF,13,18,0,880.00,0.00,31.00,0.00,,,4,2012-04-02,VALENCIA,"TROBAT, 24",XATIVA (VALENCIA),46800,962274799